,ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Latitude,Longtitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
697,ID546580274,3/10 Greenham St,MAIDSTONE,520000,t,1/7/2017,2,1,1,126,10,-37.78775,144.87446,20022,1632,14,-1,717,1763,318
698,ID779038428,2C Ray Rd,BURWOOD EAST,780000,t,27/05/2017,3,2,2,306,20,-37.85473,145.1521,19874,2402,39.14285714,-1,684,1695,161
699,ID128770269,41 Cameron St,RESERVOIR,998000,h,7/11/2016,3,2,3,479,69,-37.7271,144.9968,20011,545,31.6,-1,824,1890,159
700,ID614847930,86 Neville St,CARNEGIE,896000,h,26/07/2016,2,1,2,543,49,-37.898,145.0528,19941,1295,30.08333333,-1,3703,18944,2039
701,ID772281189,39 Cuthbert St,NIDDRIE,1350000,h,7/11/2016,4,3,2,747,34,-37.7387,144.8827,20036,3497,16.08333333,-1,71,261,20
702,ID975670293,1/69 Purtell St,BENTLEIGH EAST,760000,t,3/9/2016,3,1,2,287,51,-37.9261,145.0566,19938,1858,35.08333333,-1,925,4701,308
703,ID530919419,8/99 Verdon St,WILLIAMSTOWN,310000,u,7/5/2016,1,1,1,0,51,-37.8588,144.8919,19993,298,19.2,-1,1002,4068,328
704,ID365884807,25 Cobden St,SOUTH MELBOURNE,1200000,h,13/08/2016,3,2,0,113,109,-37.8346,144.9688,19854,1821,4.402777778,-1,1100,3636,457
705,ID526240748,2 Violet Gr,KEW EAST,1750000,h,17/09/2016,3,2,4,611,89,-37.7997,145.058,19903,2744,19.66666667,-1,271,771,74
706,ID997614164,12/440 Stud Rd,WANTIRNA SOUTH,622000,u,15/07/2017,3,1,1,137,7,-37.87615,145.23192,19869,4931,54,-1,98,190,19
707,ID819572827,3/8 Forest St,COLLINGWOOD,560000,u,12/8/2017,2,1,1,0,44,-37.79627,144.99229,19975,373,15,-1,1097,5916,553
708,ID959126401,47 Cooper St,PRESTON,1350000,h,29/07/2017,7,3,4,530,99,-37.73526,144.99508,20012,612,29.42857143,-1,705,5479,335
709,ID956371362,85 Martins La,VIEWBANK,920250,h,4/3/2017,4,2,2,558,49,-37.7328,145.0916,19983,2117,37.14285714,-1,647,2861,222
710,ID579452288,125/33 Jeffcott St,WEST MELBOURNE,670000,u,8/7/2017,2,1,1,17,23,-37.8118,144.95259,19841,270,2,-1,647,2861,222
711,ID141722896,1 Gordon Ct,GLENROY,737000,h,8/10/2016,3,1,4,640,69,-37.6986,144.9243,20031,838,27.08333333,-1,1683,8938,509
712,ID645371210,1/47 Bluff Rd,BLACK ROCK,1215000,t,29/07/2017,3,2,2,314,59,-37.97287,145.01648,19948,2718,42,-1,2524,12864,738
713,ID121565906,42 Glenair St,TEMPLESTOWE LOWER,982000,h,18/06/2016,3,2,2,652,59,-37.7629,145.1157,19935,4885,32.25,-1,2403,5212,586
714,ID588674101,5/6 Tivoli Pl,SOUTH YARRA,863000,u,4/3/2017,2,2,1,742,69,-37.8357,144.9867,19959,583,13.86666667,-1,1245,3886,447
715,ID719493331,9/12 Acland St,ST KILDA,452000,u,25/02/2017,1,1,1,0,6,-37.8631,144.9749,19957,1698,21,-1,1412,6364,699
716,ID890226834,1/13 Maidstone St,RINGWOOD,633000,h,8/7/2017,2,1,2,123,14,-37.82223,145.22504,19902,786,45,-1,119,452,22
717,ID195198670,23 Duffy St,MARIBYRNONG,1180000,h,25/02/2017,4,3,2,688,59,-37.7713,144.8937,20038,2325,12.07692308,-1,717,1763,318
718,ID870756479,71 Hamilton Rd,NEW GISBORNE,1355000,h,23/09/2017,5,3,5,44500,74,-37.45392,144.58864,20315,1045,56,-1,301,389,114
719,ID629166343,2/22 Looker Rd,MONTMORENCY,820000,t,15/07/2017,3,2,2,260,9,-37.72394,145.12456,19986,999,47,-1,1471,7759,779
